Tarih.2020,VefatSayisi2020,VefatSayisi2019,VefatSayisi2018,VefatSayisi2017
23.08.2020,27,20,13,16
24.08.2020,16,14,10,9
25.08.2020,26,13,12,13
26.08.2020,17,14,11,7
27.08.2020,22,20,10,9
28.08.2020,22,17,12,9
29.08.2020,16,12,17,10
30.08.2020,19,29,16,8
31.08.2020,13,15,11,4
01.09.2020,22,21,13,7
02.09.2020,21,23,12,13
03.09.2020,26,21,15,8
04.09.2020,15,20,15,11
05.09.2020,26,23,23,4
06.09.2020,10,18,11,7
07.09.2020,11,17,14,11
08.09.2020,25,15,15,8
09.09.2020,20,16,18,11
10.09.2020,19,19,13,4
11.09.2020,25,17,8,3
12.09.2020,15,23,15,13
13.09.2020,20,18,19,12
14.09.2020,24,15,9,5
15.09.2020,26,16,21,10
16.09.2020,19,18,9,8
17.09.2020,26,17,16,13
18.09.2020,20,19,15,8
19.09.2020,20,11,7,5
20.09.2020,20,16,16,9
21.09.2020,16,14,17,13
22.09.2020,18,25,15,9
23.09.2020,16,24,13,9
24.09.2020,15,17,14,14
25.09.2020,15,20,12,6
26.09.2020,16,16,12,11
27.09.2020,28,14,9,12
28.09.2020,17,18,11,9
29.09.2020,18,9,22,5
30.09.2020,26,24,19,13
01.10.2020,24,14,14,6
02.10.2020,25,16,10,4
03.10.2020,25,19,12,5
04.10.2020,23,29,12,1
05.10.2020,14,23,10,3
06.10.2020,21,18,13,4
07.10.2020,17,23,10,4
08.10.2020,16,24,14,2
09.10.2020,19,12,11,2
10.10.2020,20,16,14,6
11.10.2020,22,16,15,5
12.10.2020,17,14,14,2
13.10.2020,22,16,11,4
14.10.2020,16,21,14,1
15.10.2020,24,23,15,1
16.10.2020,20,21,15,2
17.10.2020,28,14,13,7
18.10.2020,21,17,18,3
19.10.2020,20,17,12,3
20.10.2020,17,24,20,4
21.10.2020,15,10,14,1
22.10.2020,20,31,11,3
23.10.2020,19,18,13,3
24.10.2020,21,20,8,3
25.10.2020,27,24,11,3
26.10.2020,18,14,7,2
27.10.2020,23,12,14,4
28.10.2020,23,13,13,1
29.10.2020,21,17,8,4
30.10.2020,23,17,15,4
31.10.2020,18,23,9,2
01.11.2020,27,17,6,4
02.11.2020,25,20,16,1
03.11.2020,26,17,15,2
04.11.2020,37,15,8,4
05.11.2020,22,23,10,4
06.11.2020,34,25,10,2
07.11.2020,31,21,7,2
08.11.2020,25,25,12,3
09.11.2020,23,20,7,2
10.11.2020,44,21,14,3
11.11.2020,31,16,11,7
12.11.2020,26,22,14,5
13.11.2020,41,19,16,1
14.11.2020,30,18,17,4
15.11.2020,39,15,19,0
16.11.2020,33,15,11,3
17.11.2020,33,19,12,2
18.11.2020,41,15,13,4
19.11.2020,38,17,15,4
20.11.2020,39,22,16,3
21.11.2020,51,25,15,2
22.11.2020,45,15,9,12
23.11.2020,52,18,15,7
24.11.2020,45,23,11,13
25.11.2020,55,17,12,9
26.11.2020,52,19,17,10
27.11.2020,48,14,15,15
28.11.2020,51,20,15,11
29.11.2020,47,24,17,15
30.11.2020,46,14,17,11
01.12.2020,51,23,16,3
02.12.2020,63,19,14,2
03.12.2020,48,19,15,6
04.12.2020,43,21,21,3
05.12.2020,43,18,14,3
06.12.2020,41,16,23,2
07.12.2020,55,14,21,5
08.12.2020,49,20,8,1
09.12.2020,46,13,27,6
10.12.2020,35,25,17,3
11.12.2020,50,24,31,5
12.12.2020,50,19,13,3
13.12.2020,40,18,25,5
14.12.2020,44,16,15,3
15.12.2020,33,20,12,2
16.12.2020,35,20,14,6
17.12.2020,39,24,16,2
18.12.2020,37,25,19,7
19.12.2020,39,18,14,1
20.12.2020,34,20,19,3
21.12.2020,40,20,19,3
22.12.2020,38,19,14,3
23.12.2020,26,25,12,2
24.12.2020,30,30,20,8
25.12.2020,48,25,18,2
26.12.2020,31,14,18,5
27.12.2020,30,20,20,2
28.12.2020,27,13,12,1
29.12.2020,29,29,22,4
30.12.2020,32,16,25,6
31.12.2020,32,27,14,2
01.01.2021,23,25,25,14
02.01.2021,31,21,21,10
03.01.2021,35,17,26,13
04.01.2021,25,23,12,12
05.01.2021,35,18,24,14
06.01.2021,33,16,17,17
07.01.2021,25,21,21,14
08.01.2021,23,29,26,13
09.01.2021,24,30,21,14
10.01.2021,21,26,18,12
11.01.2021,21,21,22,11
12.01.2021,19,25,19,17
13.01.2021,31,22,24,15
14.01.2021,31,28,26,15
15.01.2021,26,27,22,9
16.01.2021,20,35,24,14
17.01.2021,19,23,21,21
18.01.2021,27,23,22,15
19.01.2021,30,20,18,8
20.01.2021,21,28,19,15
21.01.2021,21,26,19,12
22.01.2021,31,22,27,13
23.01.2021,19,25,28,12
24.01.2021,20,22,26,18
25.01.2021,22,26,19,12
26.01.2021,31,22,22,5
27.01.2021,22,26,29,9
28.01.2021,14,33,22,22
29.01.2021,25,27,31,12
30.01.2021,18,24,29,15
31.01.2021,22,19,21,12
01.02.2021,28,27,25,17
02.02.2021,23,26,26,15
03.02.2021,17,22,21,11
04.02.2021,25,19,35,10
05.02.2021,22,19,18,11
06.02.2021,16,26,31,16
07.02.2021,23,24,19,8
08.02.2021,19,20,22,17
09.02.2021,17,27,25,20
10.02.2021,22,16,19,10
11.02.2021,32,20,20,10
12.02.2021,19,26,23,16
13.02.2021,23,19,12,13
14.02.2021,18,19,24,11
15.02.2021,23,22,26,10
16.02.2021,29,20,17,14
17.02.2021,24,14,18,18
18.02.2021,15,30,24,17
19.02.2021,23,19,20,20
20.02.2021,19,18,19,13
21.02.2021,37,21,15,17
22.02.2021,19,11,15,11
23.02.2021,24,15,20,13
24.02.2021,21,15,20,15
25.02.2021,27,17,21,11
26.02.2021,24,18,18,12
27.02.2021,18,21,17,8
28.02.2021,14,23,11,7
01.03.2021,24,16,16,16
02.03.2021,21,15,20,16
03.03.2021,22,15,18,10
04.03.2021,21,21,18,10
05.03.2021,22,19,16,16
06.03.2021,21,14,21,9
07.03.2021,16,22,18,15
08.03.2021,23,17,21,11
09.03.2021,22,18,20,16
10.03.2021,20,24,18,7
11.03.2021,21,16,12,11
12.03.2021,20,19,24,16
13.03.2021,16,15,12,16
14.03.2021,23,27,19,15
15.03.2021,24,11,21,8
16.03.2021,26,22,18,6
17.03.2021,18,25,17,15
18.03.2021,15,17,21,6
19.03.2021,20,20,17,7
20.03.2021,21,22,14,5
21.03.2021,10,16,14,11
22.03.2021,20,20,14,12
23.03.2021,14,23,10,9
24.03.2021,21,23,16,10
25.03.2021,17,23,13,12
26.03.2021,27,20,16,7
27.03.2021,20,30,19,14
28.03.2021,35,25,18,12
29.03.2021,27,25,17,15
30.03.2021,17,24,17,9
31.03.2021,19,18,16,14
01.04.2021,28,27,19,7
02.04.2021,30,19,17,10
03.04.2021,32,19,21,15
04.04.2021,29,18,15,17
05.04.2021,24,22,16,11
06.04.2021,25,18,16,10
07.04.2021,34,21,12,15
08.04.2021,29,20,20,11
09.04.2021,20,21,28,17
10.04.2021,28,28,13,15
11.04.2021,24,37,12,13
12.04.2021,26,26,19,10
13.04.2021,24,29,14,12
14.04.2021,19,20,20,11
15.04.2021,21,28,22,6
16.04.2021,33,23,18,14
17.04.2021,23,24,18,13
18.04.2021,14,24,19,17
19.04.2021,29,18,12,9
20.04.2021,28,24,19,7
21.04.2021,22,28,22,13
22.04.2021,27,28,16,19
23.04.2021,29,21,22,12
24.04.2021,22,20,7,11
25.04.2021,33,23,16,11
26.04.2021,28,25,17,17
27.04.2021,24,25,14,18
28.04.2021,32,20,31,6
29.04.2021,28,19,19,10
30.04.2021,22,19,17,15
01.05.2021,25,21,14,8
02.05.2021,20,21,19,12
03.05.2021,25,14,15,14
04.05.2021,22,25,23,18
05.05.2021,17,17,15,10
06.05.2021,26,19,15,14
07.05.2021,30,19,24,15
08.05.2021,29,25,21,15
09.05.2021,15,16,15,10
10.05.2021,28,12,14,9
11.05.2021,23,23,14,8
12.05.2021,27,15,16,7
13.05.2021,19,23,20,13
14.05.2021,19,13,20,4
15.05.2021,31,15,17,6
16.05.2021,24,28,18,11
17.05.2021,20,21,24,12
18.05.2021,22,19,17,14
19.05.2021,21,18,21,15
20.05.2021,27,10,17,11
21.05.2021,24,14,25,9
22.05.2021,26,20,10,12
23.05.2021,14,17,16,6
24.05.2021,25,11,20,11
25.05.2021,14,22,24,14
26.05.2021,19,16,19,15
27.05.2021,21,15,15,10
28.05.2021,22,14,21,8
29.05.2021,20,15,20,13
30.05.2021,17,12,18,8
31.05.2021,25,8,14,11
01.06.2021,18,20,27,15
02.06.2021,19,22,19,16
03.06.2021,32,15,17,12
04.06.2021,24,16,17,12
05.06.2021,24,20,16,16
06.06.2021,12,16,20,9
07.06.2021,27,14,16,14
08.06.2021,20,22,29,19
09.06.2021,17,19,16,15
10.06.2021,28,15,13,11
11.06.2021,24,23,28,14
12.06.2021,30,16,23,13
13.06.2021,26,13,15,15
14.06.2021,20,17,25,11
15.06.2021,18,18,14,17
16.06.2021,18,18,18,12
17.06.2021,13,23,13,17
18.06.2021,25,14,21,12
19.06.2021,28,20,18,13
20.06.2021,21,23,15,16
21.06.2021,19,17,19,9
22.06.2021,23,15,21,18
23.06.2021,23,18,15,13
24.06.2021,15,26,14,10
25.06.2021,18,21,15,10
26.06.2021,28,18,15,11
27.06.2021,21,22,16,12
28.06.2021,25,10,8,8
29.06.2021,34,20,15,9
30.06.2021,23,13,21,22
01.07.2021,18,22,17,6
02.07.2021,21,24,20,10
03.07.2021,17,17,23,14
04.07.2021,24,23,22,1005.07.2021,27,24,21,13
06.07.2021,28,24,14,13
07.07.2021,25,20,14,16
08.07.2021,22,23,19,12
09.07.2021,12,15,21,11
10.07.2021,21,33,15,14
11.07.2021,19,21,19,4
12.07.2021,28,25,12,14
13.07.2021,26,23,17,10
14.07.2021,16,14,16,10
15.07.2021,19,17,16,14
16.07.2021,21,20,18,14
17.07.2021,23,27,12,14
18.07.2021,33,16,13,16
19.07.2021,31,18,10,16
20.07.2021,24,15,18,3
21.07.2021,27,11,10,18
22.07.2021,29,16,15,16
23.07.2021,33,19,20,13
24.07.2021,22,29,19,17
25.07.2021,18,18,23,6
26.07.2021,30,26,14,14
27.07.2021,23,16,18,12
28.07.2021,20,20,16,19
29.07.2021,26,17,14,17
30.07.2021,24,25,19,10
31.07.2021,24,18,25,20
01.08.2021,20,17,18,19
02.08.2021,23,12,12,11
03.08.2021,31,18,19,14
04.08.2021,25,21,18,12
05.08.2021,27,15,10,11
06.08.2021,28,24,22,11
07.08.2021,39,24,20,13
08.08.2021,24,16,15,17
09.08.2021,31,20,17,11
10.08.2021,18,21,23,26
11.08.2021,22,16,12,10
12.08.2021,17,18,19,11
13.08.2021,22,15,17,14
14.08.2021,27,23,23,18
15.08.2021,37,21,14,14
16.08.2021,25,19,19,13
17.08.2021,23,9,21,17
18.08.2021,28,15,15,10
19.08.2021,24,23,12,13
20.08.2021,30,13,24,15
21.08.2021,30,17,17,10
22.08.2021,32,22,27,12
23.08.2021,33,27,20,15
24.08.2021,24,16,14,11
25.08.2021,36,26,13,13
26.08.2021,24,17,14,11
27.08.2021,29,22,20,12
28.08.2021,29,22,17,15
29.08.2021,37,16,12,18
30.08.2021,33,19,29,17
31.08.2021,36,13,15,11
01.09.2021,23,22,21,13
02.09.2021,31,21,23,12
03.09.2021,37,26,21,16
04.09.2021,37,15,20,16
05.09.2021,20,26,23,23
06.09.2021,28,10,18,12
07.09.2021,30,11,17,17
08.09.2021,32,25,15,17
09.09.2021,27,20,16,19
10.09.2021,32,19,19,13
11.09.2021,32,25,17,8
12.09.2021,19,17,23,16
13.09.2021,21,20,18,22
14.09.2021,28,24,15,13
15.09.2021,34,26,16,25
16.09.2021,19,19,18,13
17.09.2021,29,26,17,18
18.09.2021,20,20,19,15
19.09.2021,32,20,11,7
20.09.2021,28,20,16,16
21.09.2021,36,16,14,19
22.09.2021,35,18,25,15
23.09.2021,25,16,24,13
24.09.2021,26,15,17,15
25.09.2021,24,15,20,12
26.09.2021,24,16,16,14
27.09.2021,23,28,14,9
28.09.2021,28,17,18,11
29.09.2021,26,18,9,25
30.09.2021,30,26,24,19
01.10.2021,27,24,14,17
02.10.2021,35,25,16,11
03.10.2021,33,25,19,12
04.10.2021,30,23,29,12
05.10.2021,30,14,23,13
06.10.2021,30,21,18,15
07.10.2021,36,18,23,11
08.10.2021,30,16,24,15
09.10.2021,30,19,12,12
