Tarih.2020,VefatSayisi2020,VefatSayisi2019,VefatSayisi2018,VefatSayisi2017
17.11.2020,17,9,7,4
18.11.2020,20,10,16,9
19.11.2020,19,9,7,9
20.11.2020,16,10,11,13
21.11.2020,23,11,19,7
22.11.2020,16,10,15,4
23.11.2020,18,11,12,7
24.11.2020,19,16,8,12
25.11.2020,23,10,11,2
26.11.2020,19,5,8,8
27.11.2020,19,16,6,7
28.11.2020,17,10,7,9
29.11.2020,23,7,12,16
30.11.2020,15,9,7,8
01.12.2020,23,4,7,9
02.12.2020,31,13,9,4
03.12.2020,15,13,5,12
04.12.2020,19,6,3,11
05.12.2020,20,12,10,9
06.12.2020,18,8,6,9
07.12.2020,15,6,14,10
08.12.2020,25,11,4,5
09.12.2020,14,8,3,6
10.12.2020,21,9,7,8
11.12.2020,16,8,9,13
12.12.2020,16,8,12,12
13.12.2020,21,9,6,15
14.12.2020,24,9,6,10
15.12.2020,22,6,9,15
16.12.2020,13,9,9,9
17.12.2020,10,3,10,18
18.12.2020,9,10,7,15
19.12.2020,13,11,9,10
20.12.2020,19,4,7,5
21.12.2020,26,8,11,6
22.12.2020,20,11,7,6
23.12.2020,16,26,7,7
24.12.2020,10,10,14,9
25.12.2020,18,13,9,10
26.12.2020,13,6,6,8
27.12.2020,12,15,13,6
28.12.2020,16,7,13,12
29.12.2020,9,8,8,9
30.12.2020,11,8,13,7
31.12.2020,20,7,5,8
01.01.2021,18,11,11,7
02.01.2021,17,10,12,9
03.01.2021,13,7,15,8
04.01.2021,13,8,10,8
05.01.2021,10,17,5,6
06.01.2021,12,8,11,6
07.01.2021,9,16,11,18
08.01.2021,15,10,16,9
09.01.2021,17,9,11,5
10.01.2021,8,11,11,11
11.01.2021,16,10,4,14
12.01.2021,6,9,9,7
13.01.2021,10,9,6,9
14.01.2021,10,14,13,15
15.01.2021,6,12,14,9
16.01.2021,7,10,15,12
17.01.2021,16,12,8,12
18.01.2021,15,7,10,13
19.01.2021,13,17,8,10
20.01.2021,9,11,12,11
21.01.2021,9,17,11,6
22.01.2021,6,13,7,12
23.01.2021,1,12,6,9
24.01.2021,12,9,10,4
25.01.2021,14,8,9,9
26.01.2021,13,4,9,5
27.01.2021,11,13,5,9
28.01.2021,7,13,10,12
29.01.2021,4,10,13,10
30.01.2021,9,12,18,10
31.01.2021,17,12,15,12
01.02.2021,14,5,18,10
02.02.2021,8,14,9,8
03.02.2021,14,12,11,11
04.02.2021,12,7,10,9
05.02.2021,15,14,13,9
06.02.2021,11,17,10,13
07.02.2021,14,14,10,8
08.02.2021,7,7,14,6
09.02.2021,14,15,14,7
10.02.2021,10,12,4,8
11.02.2021,4,8,10,7
12.02.2021,13,8,11,10
13.02.2021,21,12,16,9
14.02.2021,11,11,18,17
15.02.2021,10,5,20,7
16.02.2021,12,9,9,8
17.02.2021,10,15,3,8
18.02.2021,11,13,7,12
19.02.2021,10,9,4,12
20.02.2021,10,8,8,5
21.02.2021,11,7,5,14
22.02.2021,8,8,6,14
23.02.2021,11,7,11,7
24.02.2021,10,9,8,7
25.02.2021,5,15,11,6
26.02.2021,8,7,15,10
27.02.2021,15,11,8,12
28.02.2021,9,9,8,9
01.03.2021,8,13,9,13
02.03.2021,17,9,12,11
03.03.2021,5,7,11,10
04.03.2021,1,8,8,10
05.03.2021,10,14,18,7
06.03.2021,4,7,8,17
07.03.2021,8,14,4,5
08.03.2021,15,11,8,2
09.03.2021,11,6,11,12
10.03.2021,7,11,12,6
11.03.2021,13,9,8,6
12.03.2021,9,9,10,13
13.03.2021,5,8,5,4
14.03.2021,11,7,11,6
15.03.2021,10,15,12,9
16.03.2021,11,8,12,6
17.03.2021,11,11,14,9
18.03.2021,15,14,7,12
19.03.2021,12,9,5,12
20.03.2021,13,16,9,7
21.03.2021,5,7,9,4
22.03.2021,11,9,8,6
23.03.2021,12,19,9,10
24.03.2021,15,12,7,5
25.03.2021,8,8,4,8
26.03.2021,11,9,8,9
27.03.2021,9,20,6,12
28.03.2021,6,9,7,6
29.03.2021,13,13,5,9
30.03.2021,15,6,8,10
31.03.2021,20,13,10,9
01.04.2021,15,6,15,11
02.04.2021,11,14,12,9
03.04.2021,10,5,7,12
04.04.2021,19,9,8,5
05.04.2021,12,8,6,3
06.04.2021,18,10,11,15
07.04.2021,5,10,4,4
08.04.2021,18,7,9,5
09.04.2021,14,8,8,10
10.04.2021,11,6,8,8
11.04.2021,15,12,6,7
12.04.2021,21,12,9,12
13.04.2021,15,13,11,4
14.04.2021,13,7,9,9
15.04.2021,23,12,6,12
16.04.2021,15,12,11,7
17.04.2021,17,16,8,15
18.04.2021,10,11,6,6
19.04.2021,29,12,10,8
20.04.2021,21,11,14,10
21.04.2021,16,13,12,12
22.04.2021,9,15,5,6
23.04.2021,21,11,6,16
24.04.2021,14,12,10,6
25.04.2021,10,7,7,11
26.04.2021,12,5,10,8
27.04.2021,15,7,15,12
28.04.2021,18,8,12,9
29.04.2021,13,9,8,16
30.04.2021,14,10,6,7
01.05.2021,7,5,9,7
02.05.2021,18,7,17,6
03.05.2021,23,7,6,14
04.05.2021,13,9,12,8
05.05.2021,10,10,10,7
06.05.2021,16,5,6,9
07.05.2021,16,7,6,7
08.05.2021,9,8,12,6
09.05.2021,16,8,9,8
10.05.2021,14,10,4,11
11.05.2021,9,11,11,5
12.05.2021,16,4,10,7
13.05.2021,8,14,11,5
14.05.2021,12,8,7,10
15.05.2021,13,11,12,8
16.05.2021,10,8,16,8
17.05.2021,14,6,8,12
18.05.2021,9,15,10,11
19.05.2021,10,12,6,12
20.05.2021,11,4,9,6
21.05.2021,9,6,12,8
22.05.2021,17,4,7,10
23.05.2021,11,9,13,4
24.05.2021,21,9,11,8
25.05.2021,9,8,5,12
26.05.2021,8,6,7,8
27.05.2021,14,10,6,4
28.05.2021,12,8,8,13
29.05.2021,9,7,12,7
30.05.2021,10,4,9,13
31.05.2021,12,10,11,8
01.06.2021,7,9,13,11
02.06.2021,11,8,7,10
03.06.2021,11,12,8,13
04.06.2021,17,6,6,9
05.06.2021,12,5,18,6
06.06.2021,8,10,8,9
07.06.2021,11,7,10,12
08.06.2021,13,5,7,7
09.06.2021,8,9,10,5
10.06.2021,7,8,14,10
11.06.2021,9,9,11,10
12.06.2021,10,9,5,6
13.06.2021,7,7,11,9
14.06.2021,11,7,8,4
15.06.2021,6,8,10,9
16.06.2021,8,2,5,10
17.06.2021,18,10,11,14
18.06.2021,11,9,9,5
19.06.2021,8,4,7,14
20.06.2021,9,8,6,6
21.06.2021,7,7,11,15
22.06.2021,10,5,7,9
23.06.2021,11,11,7,10
24.06.2021,11,8,21,9
25.06.2021,10,7,8,9
26.06.2021,10,9,6,5
27.06.2021,12,6,11,6
28.06.2021,14,5,7,4
29.06.2021,8,5,9,5
30.06.2021,9,11,8,8
01.07.2021,15,8,11,10
02.07.2021,15,7,9,11
03.07.2021,10,13,12,9
04.07.2021,10,9,10,9
05.07.2021,11,17,7,11
06.07.2021,12,6,6,10
07.07.2021,9,11,6,6
08.07.2021,17,7,8,12
09.07.2021,14,15,10,7
10.07.2021,6,10,5,4
11.07.2021,9,8,10,7
12.07.2021,10,15,6,14
13.07.2021,12,16,6,11
14.07.2021,12,14,6,10
15.07.2021,8,8,7,7
16.07.2021,15,7,10,10
17.07.2021,17,10,10,14
18.07.2021,16,15,11,9
19.07.2021,17,8,4,8
20.07.2021,26,12,10,7
21.07.2021,24,11,10,6
22.07.2021,9,13,6,4
23.07.2021,15,12,8,6
24.07.2021,24,10,8,7
25.07.2021,16,12,11,11
26.07.2021,15,11,9,15
27.07.2021,12,13,8,5
28.07.2021,12,8,12,8
29.07.2021,9,12,6,13
30.07.2021,19,10,12,13
31.07.2021,14,16,10,11
01.08.2021,15,11,9,16
02.08.2021,13,14,16,11
03.08.2021,11,9,10,7
04.08.2021,8,13,12,7
05.08.2021,11,9,11,12
06.08.2021,10,18,10,8
07.08.2021,7,13,9,14
08.08.2021,16,17,9,11
09.08.2021,17,15,9,12
10.08.2021,8,13,12,8
11.08.2021,10,10,8,7
12.08.2021,7,16,9,9
13.08.2021,10,18,18,5
14.08.2021,13,10,10,12
15.08.2021,16,11,14,10
16.08.2021,8,19,7,4
17.08.2021,11,23,10,6
18.08.2021,13,10,8,9
19.08.2021,12,21,7,7
20.08.2021,13,24,4,11
21.08.2021,9,11,5,10
22.08.2021,14,10,8,6
23.08.2021,15,27,6,11
24.08.2021,8,20,7,14
25.08.2021,10,20,8,15
26.08.2021,15,18,7,15
27.08.2021,18,23,12,17
28.08.2021,16,20,7,8
29.08.2021,14,22,10,12
30.08.2021,19,18,11,11
31.08.2021,25,17,7,8
01.09.2021,17,13,8,3
02.09.2021,17,23,9,11
03.09.2021,18,22,11,9
04.09.2021,14,25,13,6
05.09.2021,18,26,10,9
06.09.2021,14,30,12,8
07.09.2021,24,35,7,12
08.09.2021,10,24,11,12
09.09.2021,13,19,12,10
10.09.2021,23,31,11,11
11.09.2021,18,28,8,8
12.09.2021,19,31,3,6
13.09.2021,20,34,8,7
14.09.2021,18,31,6,6
15.09.2021,15,30,16,14
16.09.2021,12,22,7,11
17.09.2021,22,21,12,12
18.09.2021,16,26,4,7
19.09.2021,15,26,6,7
20.09.2021,17,22,7,5
21.09.2021,14,31,10,14
22.09.2021,27,17,6,9
23.09.2021,10,18,13,4
24.09.2021,17,24,7,7
25.09.2021,16,25,12,9
26.09.2021,24,23,6,7
27.09.2021,24,24,6,9
28.09.2021,22,12,12,7
29.09.2021,20,9,14,8
30.09.2021,19,19,3,12
01.10.2021,10,18,8,6
02.10.2021,15,21,8,12
03.10.2021,14,27,12,7
04.10.2021,26,15,14,6
05.10.2021,15,14,18,8
06.10.2021,14,13,7,4
07.10.2021,17,19,10,10
08.10.2021,17,15,6,10
09.10.2021,3,23,10,12
10.10.2021,22,20,6,8
11.10.2021,23,16,5,8
12.10.2021,15,18,6,3
13.10.2021,13,13,6,7
14.10.2021,9,11,8,13
15.10.2021,16,26,11,6
16.10.2021,17,16,9,11
17.10.2021,26,15,10,12
18.10.2021,27,23,16,9
19.10.2021,18,17,11,6
20.10.2021,13,18,9,6
21.10.2021,21,13,7,8
22.10.2021,14,14,13,13
23.10.2021,18,23,4,5
24.10.2021,22,14,7,8
25.10.2021,16,18,9,17
26.10.2021,15,16,6,7
27.10.2021,17,14,13,6
28.10.2021,12,21,8,7
29.10.2021,18,19,13,11
30.10.2021,22,24,6,8
31.10.2021,22,12,7,7
01.11.2021,20,19,8,9
02.11.2021,20,21,4,13
03.11.2021,11,18,11,10
04.11.2021,14,10,6,9
05.11.2021,12,17,8,11
06.11.2021,19,23,5,9
07.11.2021,18,16,12,10
08.11.2021,14,16,8,2
09.11.2021,20,12,8,8
10.11.2021,14,12,6,17
11.11.2021,14,13,10,12
12.11.2021,19,20,9,10
13.11.2021,19,29,10,11
14.11.2021,17,23,9,9
15.11.2021,15,21,7,10
16.11.2021,12,14,13,7
17.11.2021,15,17,9,7
18.11.2021,13,20,10,16
19.11.2021,7,19,9,7
20.11.2021,11,16,10,11
21.11.2021,18,23,11,19
22.11.2021,13,16,10,15
23.11.2021,15,18,11,12
24.11.2021,14,19,16,8
25.11.2021,15,23,10,11
26.11.2021,14,19,5,8
27.11.2021,14,19,16,6
28.11.2021,20,17,10,7
29.11.2021,7,23,7,12
30.11.2021,11,15,9,7
01.12.2021,12,23,4,7
02.12.2021,10,31,13,9
03.12.2021,14,15,13,5
04.12.2021,14,19,6,3
05.12.2021,10,21,12,10
06.12.2021,15,18,8,6
07.12.2021,13,15,6,14
08.12.2021,15,25,11,4
09.12.2021,15,14,8,3
10.12.2021,13,21,9,7
11.12.2021,11,15,8,9
12.12.2021,15,16,8,12
13.12.2021,16,22,9,6
14.12.2021,16,24,9,6
15.12.2021,12,22,6,9
16.12.2021,14,13,9,9
17.12.2021,9,10,3,10
18.12.2021,11,19,10,7
19.12.2021,18,13,11,9
20.12.2021,12,19,4,7
21.12.2021,17,26,8,11
22.12.2021,12,20,11,7
23.12.2021,13,16,26,7
24.12.2021,19,10,10,14
25.12.2021,7,18,13,9
26.12.2021,6,13,6,6
27.12.2021,8,12,15,13
28.12.2021,12,16,7,13
29.12.2021,14,9,8,8
30.12.2021,14,11,8,13
31.12.2021,5,20,7,5
01.01.2022,14,18,11,11
02.01.2022,11,17,10,12
03.01.2022,10,13,7,15
04.01.2022,10,13,8,10
05.01.2022,4,10,17,5
