Tarih.2020,VefatSayisi2020,VefatSayisi2019,VefatSayisi2018, VefatSayisi2017
29.08.2020,23,20,18,22
30.08.2020,21,28,22,21
31.08.2020,27,26,18,25
01.09.2020,23,21,26,11
02.09.2020,22,31,19,22
03.09.2020,10,29,19,15
04.09.2020,18,33,15,14
05.09.2020,20,24,29,21
06.09.2020,25,33,18,28
07.09.2020,24,23,22,18
08.09.2020,27,29,18,17
09.09.2020,31,27,17,15
10.09.2020,25,22,16,21
11.09.2020,19,22,21,21
12.09.2020,12,18,31,25
13.09.2020,24,19,30,30
14.09.2020,16,16,21,19
15.09.2020,15,18,23,27
16.09.2020,28,30,19,12
17.09.2020,30,24,21,20
18.09.2020,25,20,21,17
19.09.2020,19,22,32,28
20.09.2020,21,24,23,22
21.09.2020,20,16,16,22
22.09.2020,15,33,23,41
23.09.2020,33,24,22,14
24.09.2020,25,30,24,8
25.09.2020,17,24,32,28
26.09.2020,23,18,29,34
27.09.2020,22,18,18,31
28.09.2020,26,29,24,30
29.09.2020,22,36,23,16
30.09.2020,25,31,19,18
01.10.2020,21,29,21,18
02.10.2020,29,23,22,18
03.10.2020,19,28,25,25
04.10.2020,30,25,27,22
05.10.2020,21,27,26,25
06.10.2020,25,22,24,26
07.10.2020,30,25,36,21
08.10.2020,26,35,31,20
09.10.2020,15,20,21,21
10.10.2020,24,18,23,23
11.10.2020,32,18,31,25
12.10.2020,21,23,17,23
13.10.2020,31,26,23,26
14.10.2020,18,28,19,21
15.10.2020,21,27,23,18
16.10.2020,28,20,19,25
17.10.2020,29,23,27,25
18.10.2020,26,23,26,21
19.10.2020,25,22,36,24
20.10.2020,23,24,21,20
21.10.2020,17,22,13,14
22.10.2020,24,21,26,15
23.10.2020,32,26,33,21
24.10.2020,27,23,22,22
25.10.2020,39,31,24,17
26.10.2020,30,12,30,20
27.10.2020,26,16,19,18
28.10.2020,25,24,30,26
29.10.2020,33,37,24,20
30.10.2020,35,23,17,18
31.10.2020,35,29,29,25
01.11.2020,30,20,26,29
02.11.2020,37,26,27,21
03.11.2020,22,29,20,30
04.11.2020,42,18,20,20
05.11.2020,39,32,21,19
06.11.2020,38,18,28,23
07.11.2020,37,24,16,24
08.11.2020,33,27,27,19
09.11.2020,35,27,22,20
10.11.2020,28,25,24,19
11.11.2020,42,34,21,12
12.11.2020,48,31,34,10
13.11.2020,38,25,26,22
14.11.2020,25,26,28,24
15.11.2020,51,27,27,19
16.11.2020,41,25,24,38
17.11.2020,48,25,24,25
18.11.2020,42,25,21,17
19.11.2020,41,30,26,24
20.11.2020,54,27,20,17
21.11.2020,62,30,21,17
22.11.2020,43,17,19,15
23.11.2020,52,15,31,25
24.11.2020,51,25,26,29
25.11.2020,58,22,27,23
26.11.2020,50,27,20,25
27.11.2020,81,27,21,26
28.11.2020,61,28,29,21
29.11.2020,57,22,28,21
30.11.2020,56,32,33,23
01.12.2020,46,20,21,21
02.12.2020,59,25,27,26
03.12.2020,63,22,19,27
04.12.2020,56,30,29,23
05.12.2020,67,22,25,23
06.12.2020,47,27,18,19
07.12.2020,64,33,22,23
08.12.2020,53,33,27,26
09.12.2020,60,31,25,17
10.12.2020,59,18,20,19
11.12.2020,55,31,32,20
12.12.2020,46,29,30,26
13.12.2020,55,25,26,23
14.12.2020,87,30,25,19
15.12.2020,56,29,16,20
16.12.2020,50,29,26,13
17.12.2020,46,42,26,22
18.12.2020,46,28,17,25
19.12.2020,31,26,33,33
20.12.2020,40,29,21,20
21.12.2020,53,18,24,26
22.12.2020,43,27,18,21
23.12.2020,66,25,22,24
24.12.2020,45,28,28,19
25.12.2020,45,27,24,26
26.12.2020,53,30,25,22
27.12.2020,42,23,29,16
28.12.2020,48,25,25,16
29.12.2020,44,27,31,27
30.12.2020,47,34,20,27
31.12.2020,40,31,19,17
01.01.2021,36,27,37,22
02.01.2021,35,41,35,29
03.01.2021,25,37,31,26
04.01.2021,24,26,27,27
05.01.2021,43,33,30,36
06.01.2021,27,31,29,25
07.01.2021,37,25,28,21
08.01.2021,29,35,29,19
09.01.2021,42,26,32,24
10.01.2021,27,39,37,26
11.01.2021,34,43,39,31
12.01.2021,34,30,20,24
13.01.2021,46,33,24,19
14.01.2021,25,47,28,33
15.01.2021,20,34,35,24
16.01.2021,20,39,34,30
17.01.2021,26,38,35,21
18.01.2021,42,22,44,26
19.01.2021,34,33,39,24
20.01.2021,31,34,34,26
21.01.2021,36,34,31,21
22.01.2021,26,43,47,29
23.01.2021,37,32,39,39
24.01.2021,28,30,33,28
25.01.2021,39,33,46,22
26.01.2021,27,32,29,22
27.01.2021,30,25,30,22
28.01.2021,29,40,34,25
29.01.2021,40,42,37,25
30.01.2021,20,30,33,24
31.01.2021,20,35,31,21
01.02.2021,31,26,27,24
02.02.2021,25,22,28,17
03.02.2021,32,25,31,21
04.02.2021,29,25,43,22
05.02.2021,25,44,41,26
06.02.2021,24,32,27,35
07.02.2021,28,35,27,31
08.02.2021,45,30,29,24
09.02.2021,33,27,32,31
10.02.2021,42,35,27,28
11.02.2021,40,26,32,29
12.02.2021,26,24,27,24
13.02.2021,25,20,28,24
14.02.2021,20,30,29,28
15.02.2021,28,30,30,25
16.02.2021,28,23,21,33
17.02.2021,30,27,26,30
18.02.2021,27,25,19,18
19.02.2021,31,25,22,23
20.02.2021,29,31,23,32
21.02.2021,30,27,28,33
22.02.2021,20,21,25,19
23.02.2021,24,34,29,28
24.02.2021,27,20,26,18
25.02.2021,26,34,21,16
26.02.2021,36,28,35,29
27.02.2021,28,24,38,24
28.02.2021,25,38,26,22
01.03.2021,27,22,27,32
02.03.2021,38,29,22,26
03.03.2021,47,31,31,19
04.03.2021,32,33,21,24
05.03.2021,40,24,32,29
06.03.2021,32,18,34,23
07.03.2021,26,26,28,35
08.03.2021,25,20,38,28
09.03.2021,31,28,30,29
10.03.2021,42,21,25,23
11.03.2021,29,35,17,20
12.03.2021,39,24,33,21
13.03.2021,40,35,34,27
14.03.2021,28,35,32,28
15.03.2021,37,26,32,30
16.03.2021,37,16,32,25
17.03.2021,34,27,20,29
18.03.2021,39,27,27,16
19.03.2021,31,21,19,27
20.03.2021,39,27,20,26
21.03.2021,27,27,25,21
22.03.2021,49,26,29,25
23.03.2021,37,25,26,16
24.03.2021,38,28,29,26
25.03.2021,35,30,18,20
26.03.2021,35,19,29,23
27.03.2021,33,21,22,32
28.03.2021,42,22,28,19
29.03.2021,34,25,25,27
30.03.2021,31,33,28,29
31.03.2021,38,22,18,30
01.04.2021,30,39,23,22
02.04.2021,39,27,25,29
03.04.2021,42,21,30,30
04.04.2021,29,21,35,35
05.04.2021,36,24,26,23
06.04.2021,43,31,24,28
07.04.2021,31,34,19,20
08.04.2021,42,37,22,20
09.04.2021,41,23,27,22
10.04.2021,36,24,28,23
11.04.2021,33,22,22,26
12.04.2021,33,21,24,19
13.04.2021,49,42,17,24
14.04.2021,33,27,20,23
15.04.2021,35,36,22,17
16.04.2021,47,36,26,19
17.04.2021,42,32,29,18
18.04.2021,47,28,29,24
19.04.2021,35,28,23,23
20.04.2021,49,43,19,23
21.04.2021,45,33,12,23
22.04.2021,47,38,22,21
23.04.2021,50,24,21,20
24.04.2021,53,23,26,17
25.04.2021,41,31,21,28
26.04.2021,37,25,20,19
27.04.2021,49,50,27,21
28.04.2021,51,27,28,20
29.04.2021,50,34,33,16
30.04.2021,47,27,14,21
01.05.2021,40,27,23,24
02.05.2021,45,18,24,12
03.05.2021,59,19,26,19
04.05.2021,45,31,21,18
05.05.2021,39,20,17,23
06.05.2021,49,32,16,24
07.05.2021,43,24,24,21
08.05.2021,46,27,22,21
09.05.2021,40,27,27,25
10.05.2021,43,27,23,25
11.05.2021,38,29,13,28
12.05.2021,39,29,15,22
13.05.2021,27,22,30,23
14.05.2021,39,33,21,18
15.05.2021,46,22,20,28
16.05.2021,42,18,26,23
17.05.2021,36,16,17,20
18.05.2021,35,16,24,28
19.05.2021,32,20,27,25
20.05.2021,32,28,20,23
21.05.2021,38,26,20,28
22.05.2021,36,21,16,33
23.05.2021,26,15,25,27
24.05.2021,37,20,21,20
25.05.2021,28,17,34,22
26.05.2021,33,15,30,27
27.05.2021,32,19,26,21
28.05.2021,24,32,21,23
29.05.2021,23,20,26,30
30.05.2021,27,22,25,17
31.05.2021,29,16,21,20
01.06.2021,26,21,28,18
02.06.2021,27,18,16,23
03.06.2021,19,22,21,19
04.06.2021,28,24,18,19
05.06.2021,29,21,26,23
06.06.2021,19,18,17,19
07.06.2021,37,14,23,26
08.06.2021,26,30,22,20
09.06.2021,26,18,23,30
10.06.2021,34,29,23,30
11.06.2021,27,30,24,25
12.06.2021,31,19,23,20
13.06.2021,27,24,27,17
14.06.2021,29,26,26,25
15.06.2021,26,24,21,15
16.06.2021,29,17,24,27
17.06.2021,17,28,16,29
18.06.2021,29,17,19,23
19.06.2021,26,21,27,18
20.06.2021,32,25,21,29
21.06.2021,32,19,26,16
22.06.2021,25,31,23,13
23.06.2021,19,23,16,25
24.06.2021,32,23,29,19
25.06.2021,33,23,30,24
26.06.2021,28,36,25,16
27.06.2021,23,23,29,25
28.06.2021,31,18,23,18
29.06.2021,25,21,20,30
30.06.2021,37,28,13,20
01.07.2021,19,19,19,21
02.07.2021,28,25,27,22
03.07.2021,41,37,33,28
04.07.2021,21,19,28,24
05.07.2021,25,23,23,2606.07.2021,22,26,18,21
07.07.2021,30,32,24,28
08.07.2021,16,37,26,18
09.07.2021,32,32,23,38
10.07.2021,17,29,17,23
11.07.2021,23,14,20,25
12.07.2021,34,28,28,25
13.07.2021,23,16,24,26
14.07.2021,24,26,13,20
15.07.2021,35,23,15,19
16.07.2021,28,19,15,19
17.07.2021,32,20,19,25
18.07.2021,25,17,18,21
19.07.2021,34,23,19,15
20.07.2021,36,18,27,22
21.07.2021,29,23,27,22
22.07.2021,32,18,23,20
23.07.2021,40,34,26,21
24.07.2021,30,18,16,23
25.07.2021,30,19,21,21
26.07.2021,22,20,29,20
27.07.2021,18,19,20,24
28.07.2021,39,17,18,17
29.07.2021,23,18,31,19
30.07.2021,35,26,23,14
31.07.2021,23,15,20,31
01.08.2021,24,30,24,22
02.08.2021,38,24,24,29
03.08.2021,46,18,18,22
04.08.2021,41,24,18,22
05.08.2021,43,21,31,18
06.08.2021,34,22,35,29
07.08.2021,40,21,15,25
08.08.2021,32,21,18,22
09.08.2021,42,26,27,12
10.08.2021,28,21,29,16
11.08.2021,32,24,23,30
12.08.2021,37,23,21,25
13.08.2021,19,22,16,22
14.08.2021,32,22,33,24
15.08.2021,26,25,15,18
16.08.2021,39,16,20,22
17.08.2021,30,22,16,18
18.08.2021,39,27,19,16
19.08.2021,25,28,31,19
20.08.2021,35,17,25,26
21.08.2021,28,24,19,18
22.08.2021,21,26,27,12
23.08.2021,29,19,24,22
24.08.2021,22,11,19,17
25.08.2021,29,29,21,17
26.08.2021,26,20,28,20
27.08.2021,39,19,32,28
28.08.2021,34,21,23,17
29.08.2021,19,25,20,18
30.08.2021,32,24,28,22
31.08.2021,32,29,26,18
01.09.2021,39,28,21,26
02.09.2021,26,26,31,19
03.09.2021,34,12,29,19
04.09.2021,37,19,33,15
05.09.2021,43,23,24,29
06.09.2021,32,27,33,18
07.09.2021,37,28,23,22
08.09.2021,28,28,29,18
09.09.2021,27,32,27,17
10.09.2021,36,27,22,16
11.09.2021,44,23,22,21
12.09.2021,30,17,18,31
13.09.2021,29,27,19,30
14.09.2021,34,20,16,21
15.09.2021,34,16,18,23
16.09.2021,39,30,30,19
17.09.2021,41,32,24,21
18.09.2021,34,27,20,21
19.09.2021,37,21,22,32
20.09.2021,30,23,24,23
21.09.2021,43,23,16,16
22.09.2021,31,19,33,23
23.09.2021,26,35,24,22
24.09.2021,25,29,30,24
25.09.2021,40,19,24,32
26.09.2021,40,23,18,29
27.09.2021,39,25,18,18
28.09.2021,33,26,29,24
29.09.2021,34,24,36,23
30.09.2021,35,26,31,19
01.10.2021,30,24,29,21
02.10.2021,37,31,23,22
03.10.2021,49,21,28,25
04.10.2021,36,33,25,27
05.10.2021,33,25,27,26
06.10.2021,34,28,22,24
07.10.2021,40,32,25,36
08.10.2021,34,29,35,31
09.10.2021,29,20,20,21
