Tarih.2020,VefatSayisi2020,VefatSayisi2019,VefatSayisi2018,VefatSayisi2017
31.03.2020,17,22,12,3
01.04.2020,9,15,7,6
02.04.2020,7,15,14,4
03.04.2020,13,19,-1,1
04.04.2020,12,18,-1,7
05.04.2020,9,12,10,4
06.04.2020,15,21,19,3
07.04.2020,16,16,-1,8
08.04.2020,18,7,23,5
09.04.2020,10,11,16,3
10.04.2020,-1,15,14,-1
11.04.2020,15,19,-1,2
12.04.2020,15,21,18,2
13.04.2020,9,18,25,4
14.04.2020,13,15,-1,8
15.04.2020,11,11,15,4
16.04.2020,13,-1,15,6
17.04.2020,17,-1,13,4
18.04.2020,13,-1,8,3
19.04.2020,10,16,-1,6
20.04.2020,8,-1,-1,7
21.04.2020,19,8,8,5
22.04.2020,13,8,13,3
23.04.2020,17,-1,-1,6
24.04.2020,18,11,15,-1
25.04.2020,-1,21,11,7
26.04.2020,13,15,16,-1
27.04.2020,13,14,13,3
28.04.2020,14,10,11,5
29.04.2020,-1,13,13,1
30.04.2020,16,24,18,4
01.05.2020,13,11,10,5
02.05.2020,7,9,9,4
03.05.2020,16,-1,11,2
04.05.2020,14,11,-1,7
05.05.2020,18,18,13,7
06.05.2020,15,-1,-1,1
07.05.2020,9,-1,13,3
08.05.2020,14,11,11,7
09.05.2020,15,13,-1,8
10.05.2020,7,17,16,7
11.05.2020,17,16,22,4
12.05.2020,8,13,22,6
13.05.2020,17,11,10,2
14.05.2020,-1,14,10,3
15.05.2020,13,-1,-1,7
16.05.2020,15,20,-1,4
17.05.2020,10,-1,11,3
18.05.2020,14,16,10,4
19.05.2020,10,17,21,3
20.05.2020,13,9,7,3
21.05.2020,11,14,12,3
22.05.2020,12,-1,15,5
23.05.2020,17,18,15,6
24.05.2020,11,12,7,3
25.05.2020,6,12,19,6
26.05.2020,13,9,14,4
27.05.2020,8,-1,11,4
28.05.2020,16,19,-1,3
29.05.2020,15,10,10,3
30.05.2020,10,10,15,3
31.05.2020,11,-1,-1,3
01.06.2020,15,19,15,4
02.06.2020,5,12,16,1
03.06.2020,12,20,6,5
04.06.2020,11,12,18,-1
05.06.2020,-1,18,18,0
06.06.2020,12,12,11,3
07.06.2020,11,13,26,4
08.06.2020,12,-1,8,5
09.06.2020,10,11,-1,5
10.06.2020,23,9,15,0
11.06.2020,17,18,15,1
12.06.2020,14,17,22,3
13.06.2020,8,23,10,4
14.06.2020,13,11,10,-1
15.06.2020,16,18,14,3
16.06.2020,11,15,15,-1
17.06.2020,18,13,-1,2
18.06.2020,16,-1,20,2
19.06.2020,14,14,16,3
20.06.2020,-1,-1,-1,5
21.06.2020,7,13,13,1
22.06.2020,20,15,18,2
23.06.2020,22,17,9,4
24.06.2020,23,-1,6,3
25.06.2020,14,-1,12,3
26.06.2020,14,23,10,3
27.06.2020,16,23,15,3
28.06.2020,9,20,18,3
29.06.2020,13,8,13,8
30.06.2020,12,18,13,11
01.07.2020,22,12,14,4
02.07.2020,27,17,17,2
03.07.2020,15,-1,-1,4
04.07.2020,26,15,14,2
05.07.2020,13,14,-1,6
06.07.2020,23,9,-1,5
07.07.2020,23,11,13,3
08.07.2020,16,12,18,3
09.07.2020,18,17,18,4
10.07.2020,20,-1,-1,4
11.07.2020,17,-1,-1,5
12.07.2020,10,15,13,1
13.07.2020,18,12,20,7
14.07.2020,22,18,-1,3
15.07.2020,21,13,16,4
16.07.2020,15,16,13,-1
17.07.2020,6,-1,27,3
18.07.2020,15,16,19,0
19.07.2020,24,9,-1,8
20.07.2020,17,16,14,1
21.07.2020,20,10,-1,7
22.07.2020,24,13,15,11
23.07.2020,18,14,17,5
24.07.2020,21,19,8,6
25.07.2020,20,-1,12,10
26.07.2020,-1,12,-1,8
27.07.2020,20,14,12,11
28.07.2020,30,17,13,-1
29.07.2020,22,23,23,5
30.07.2020,-1,16,-1,5
31.07.2020,23,12,16,5
01.08.2020,22,18,11,7
02.08.2020,25,20,15,6
03.08.2020,15,24,18,-1
04.08.2020,22,10,20,2
05.08.2020,12,13,15,6
06.08.2020,22,21,-1,3
07.08.2020,16,-1,13,4
08.08.2020,31,8,11,5
09.08.2020,-1,10,13,3
10.08.2020,25,-1,20,-1
11.08.2020,21,18,-1,4
12.08.2020,19,14,11,8
13.08.2020,22,15,17,-1
14.08.2020,20,13,9,-1
15.08.2020,31,25,18,4
16.08.2020,16,24,16,2
17.08.2020,29,12,17,5
18.08.2020,27,-1,13,10
19.08.2020,-1,-1,-1,-1
20.08.2020,-1,-1,-1,6
21.08.2020,26,-1,16,9
22.08.2020,26,12,-1,4
23.08.2020,20,18,11,6
24.08.2020,21,11,7,9
25.08.2020,30,20,11,2
26.08.2020,28,18,11,5
27.08.2020,26,21,12,-1
28.08.2020,19,10,-1,-1
29.08.2020,0,-1,-1,5
30.08.2020,0,15,11,-1
31.08.2020,-1,-1,-1,-1
01.09.2020,-1,-1,-1,-1
02.09.2020,-1,-1,-1,-1
03.09.2020,-1,-1,-1,-1
04.09.2020,0,16,-1,-1
05.09.2020,-1,-1,-1,-1
06.09.2020,-1,-1,-1,-1
07.09.2020,-1,-1,-1,-1
08.09.2020,0,-1,-1,11
09.09.2020,1,-1,9,1
10.09.2020,0,10,10,-1
11.09.2020,0,21,12,-1
12.09.2020,0,11,12,9
13.09.2020,0,15,21,7
14.09.2020,0,17,-1,3
15.09.2020,0,9,13,5
16.09.2020,0,20,9,3
17.09.2020,0,13,-1,1
18.09.2020,0,13,18,8
19.09.2020,0,-1,19,12
20.09.2020,0,16,15,-1
21.09.2020,0,-1,15,-1
22.09.2020,0,16,16,6
23.09.2020,0,7,6,7
24.09.2020,0,16,13,7
25.09.2020,0,8,-1,2
26.09.2020,0,6,18,6
27.09.2020,0,13,13,8
28.09.2020,0,-1,20,6
29.09.2020,0,-1,15,10
30.09.2020,0,12,10,-1
01.10.2020,0,15,5,9
02.10.2020,0,16,10,4
03.10.2020,0,14,13,9
04.10.2020,0,21,-1,7
05.10.2020,0,-1,17,3
06.10.2020,0,13,15,6
07.10.2020,0,18,11,8
08.10.2020,0,14,-1,-1
09.10.2020,0,18,16,1
10.10.2020,0,15,19,4
11.10.2020,1,10,17,-1
12.10.2020,0,22,11,-1
13.10.2020,0,13,7,-1
14.10.2020,0,11,5,6
15.10.2020,0,-1,7,-1
16.10.2020,0,22,15,-1
17.10.2020,0,8,-1,-1
18.10.2020,0,18,18,-1
19.10.2020,19,14,14,1
20.10.2020,16,9,-1,-1
21.10.2020,18,15,8,5
22.10.2020,21,17,11,-1
23.10.2020,14,13,18,5
24.10.2020,23,13,-1,7
25.10.2020,14,-1,15,11
26.10.2020,18,9,11,5
27.10.2020,15,11,20,4
28.10.2020,19,12,16,1
29.10.2020,20,-1,12,2
30.10.2020,29,19,-1,-1
31.10.2020,18,11,14,6
01.11.2020,20,18,16,10
02.11.2020,23,15,7,7
03.11.2020,15,13,-1,4
04.11.2020,12,16,-1,-1
05.11.2020,0,11,18,9
06.11.2020,0,20,17,-1
07.11.2020,0,14,14,4
08.11.2020,0,6,15,-1
09.11.2020,0,-1,8,-1
10.11.2020,0,15,8,3
11.11.2020,0,17,13,-1
12.11.2020,0,-1,10,7
13.11.2020,0,19,14,3
14.11.2020,0,14,16,-1
15.11.2020,35,13,19,6
16.11.2020,30,15,10,-1
17.11.2020,32,11,15,-1
18.11.2020,28,-1,5,-1
19.11.2020,27,20,18,9
20.11.2020,27,17,8,5
21.11.2020,13,20,18,4
22.11.2020,28,13,22,3
23.11.2020,22,13,-1,-1
24.11.2020,22,19,15,-1
25.11.2020,26,18,-1,-1
26.11.2020,11,16,20,-1
27.11.2020,0,21,17,3
28.11.2020,0,17,16,9
29.11.2020,0,20,-1,-1
30.11.2020,0,8,13,12
01.12.2020,0,-1,-1,7
02.12.2020,0,9,18,-1
03.12.2020,0,18,15,-1
04.12.2020,0,16,18,-1
05.12.2020,0,16,14,9
06.12.2020,0,-1,22,8
07.12.2020,0,11,-1,5
08.12.2020,1,13,18,-1
09.12.2020,0,14,10,8
10.12.2020,0,18,10,4
11.12.2020,0,17,16,-1
12.12.2020,0,18,8,8
13.12.2020,0,23,14,5
14.12.2020,0,13,12,6
15.12.2020,0,8,17,3
16.12.2020,0,16,12,11
17.12.2020,0,13,-1,4
18.12.2020,0,11,-1,4
19.12.2020,0,17,13,2
20.12.2020,0,-1,22,9
21.12.2020,0,17,-1,11
22.12.2020,0,10,15,9
23.12.2020,0,10,11,4
24.12.2020,0,-1,20,6
25.12.2020,0,16,14,6
26.12.2020,0,13,18,6
27.12.2020,0,22,20,-1
28.12.2020,0,15,20,7
29.12.2020,0,21,-1,-1
30.12.2020,0,16,15,5
31.12.2020,0,27,11,7
01.01.2021,0,-1,10,4
02.01.2021,0,-1,10,11
03.01.2021,0,16,21,9
04.01.2021,0,14,9,4
05.01.2021,0,16,15,6
06.01.2021,0,10,14,5
07.01.2021,0,-1,21,-1
08.01.2021,0,12,-1,8
09.01.2021,0,-1,14,6
10.01.2021,0,15,18,10
11.01.2021,0,19,23,3
12.01.2021,0,12,10,-1
13.01.2021,0,-1,22,7
14.01.2021,0,-1,15,-1
15.01.2021,0,24,20,10
16.01.2021,0,-1,17,7
17.01.2021,0,14,20,-1
18.01.2021,0,-1,15,-1
19.01.2021,0,18,22,-1
20.01.2021,0,12,19,6
21.01.2021,0,24,14,2
22.01.2021,0,21,25,12
