Tarih.2020,VefatSayisi2020,VefatSayisi2019,VefatSayisi2018,VefatSayisi2017
09.01.2021,17,22,19,25
10.01.2021,20,28,30,13
11.01.2021,26,16,12,12
12.01.2021,15,7,23,10
13.01.2021,19,20,14,13
14.01.2021,16,15,25,17
15.01.2021,19,17,19,15
16.01.2021,18,13,15,14
17.01.2021,16,19,22,16
18.01.2021,12,17,20,15
19.01.2021,17,16,13,18
20.01.2021,21,24,24,10
21.01.2021,25,19,27,16
22.01.2021,16,14,30,13
