Tarih.2020,VefatSayisi2020,VefatSayisi2019,VefatSayisi2018,VefatSayisi2017
13.08.2020,23,14,27,12
14.08.2020,20,17,11,23
15.08.2020,18,22,23,13
16.08.2020,21,18,12,15
17.08.2020,25,13,20,17
18.08.2020,-1,14,17,20
19.08.2020,-1,15,17,12
20.08.2020,26,23,12,15
21.08.2020,23,18,13,20
22.08.2020,19,17,17,21
23.08.2020,26,14,17,11
24.08.2020,27,15,9,20
25.08.2020,16,8,18,14
26.08.2020,24,17,14,14
27.08.2020,30,12,23,18
28.08.2020,24,8,11,13
29.08.2020,27,23,12,16
30.08.2020,28,5,15,15
31.08.2020,25,7,17,11
01.09.2020,28,12,16,5
02.09.2020,35,23,10,15
03.09.2020,-1,13,13,16
04.09.2020,20,10,16,8
05.09.2020,22,8,13,24
06.09.2020,31,15,13,17
07.09.2020,33,13,22,18
08.09.2020,26,10,8,15
09.09.2020,22,18,11,16
10.09.2020,23,9,12,13
11.09.2020,27,10,13,6
12.09.2020,14,9,5,13
13.09.2020,25,17,12,24
14.09.2020,34,11,10,19
15.09.2020,-1,13,8,12
16.09.2020,23,9,10,16
17.09.2020,19,13,19,13
18.09.2020,16,10,11,25
19.09.2020,24,6,18,13
20.09.2020,22,12,15,10
21.09.2020,25,13,15,10
22.09.2020,17,4,15,19
23.09.2020,11,12,12,10
24.09.2020,19,7,18,3
25.09.2020,24,17,7,13
26.09.2020,-1,14,15,21
27.09.2020,13,13,12,16
28.09.2020,21,6,17,10
29.09.2020,18,16,11,14
30.09.2020,18,11,14,14
01.10.2020,20,12,19,12
02.10.2020,18,13,12,17
03.10.2020,22,15,15,7
04.10.2020,11,12,12,13
05.10.2020,15,15,13,15
06.10.2020,23,11,11,10
07.10.2020,9,19,10,7
08.10.2020,16,10,15,15
09.10.2020,22,10,10,17
10.10.2020,18,11,18,16
11.10.2020,9,12,13,12
12.10.2020,14,12,14,14
13.10.2020,12,9,10,12
14.10.2020,18,21,15,9
15.10.2020,-1,16,13,12
16.10.2020,21,21,16,15
17.10.2020,15,12,14,8
18.10.2020,20,20,21,7
19.10.2020,-1,7,11,10
20.10.2020,19,14,10,16
21.10.2020,14,15,13,10
22.10.2020,16,14,17,18
23.10.2020,15,6,14,15
24.10.2020,20,15,15,9
25.10.2020,22,7,15,9
26.10.2020,20,10,14,13
27.10.2020,18,11,15,17
28.10.2020,12,18,13,15
29.10.2020,13,13,15,17
30.10.2020,20,11,17,13
31.10.2020,12,21,12,14
01.11.2020,12,9,13,14
02.11.2020,17,10,24,11
03.11.2020,22,11,13,8
04.11.2020,23,18,16,10
05.11.2020,23,16,16,10
06.11.2020,14,8,13,16
07.11.2020,20,10,13,14
08.11.2020,20,4,13,10
09.11.2020,25,12,9,8
10.11.2020,23,12,13,13
11.11.2020,21,15,16,15
12.11.2020,20,13,16,21
13.11.2020,23,11,18,15
14.11.2020,17,8,14,13
15.11.2020,-1,-1,-1,-1
16.11.2020,-1,-1,-1,-1
17.11.2020,-1,-1,-1,-1
18.11.2020,-1,-1,-1,-1
19.11.2020,-1,-1,-1,-1
20.11.2020,-1,-1,-1,-1
21.11.2020,-1,-1,-1,-1
22.11.2020,-1,-1,-1,-1
23.11.2020,-1,-1,-1,-1
24.11.2020,-1,-1,-1,-1
25.11.2020,-1,-1,-1,-1
26.11.2020,-1,-1,-1,-1
27.11.2020,-1,-1,-1,-1
28.11.2020,-1,-1,-1,-1
29.11.2020,-1,-1,-1,-1
30.11.2020,-1,-1,-1,-1
01.12.2020,-1,-1,-1,-1
02.12.2020,-1,-1,-1,-1
03.12.2020,-1,-1,-1,-1
04.12.2020,-1,-1,-1,-1
05.12.2020,-1,-1,-1,-1
06.12.2020,-1,-1,-1,-1
07.12.2020,-1,-1,-1,-1
08.12.2020,-1,-1,-1,-1
09.12.2020,-1,-1,-1,-1
10.12.2020,-1,-1,-1,-1
11.12.2020,-1,-1,-1,-1
12.12.2020,-1,-1,-1,-1
13.12.2020,-1,-1,-1,-1
14.12.2020,-1,-1,-1,-1
15.12.2020,-1,-1,-1,-1
16.12.2020,-1,-1,-1,-1
17.12.2020,-1,-1,-1,-1
18.12.2020,-1,-1,-1,-1
19.12.2020,15,10,11,12
20.12.2020,14,11,9,12
21.12.2020,25,16,13,14
22.12.2020,20,6,11,9
23.12.2020,19,13,9,5
24.12.2020,12,13,15,7
25.12.2020,13,22,20,19
26.12.2020,18,17,19,8
27.12.2020,14,6,17,11
28.12.2020,9,9,10,12
29.12.2020,18,6,13,9
30.12.2020,8,6,9,13
31.12.2020,17,19,14,11
01.01.2021,-1,-1,-1,-1
02.01.2021,-1,-1,-1,-1
03.01.2021,-1,-1,-1,-1
04.01.2021,-1,-1,-1,-1
05.01.2021,-1,-1,-1,-1
06.01.2021,-1,-1,-1,-1
07.01.2021,-1,-1,-1,-1
08.01.2021,-1,-1,-1,-1
09.01.2021,-1,-1,-1,-1
10.01.2021,-1,-1,-1,-1
11.01.2021,-1,-1,-1,-1
12.01.2021,-1,-1,-1,-1
13.01.2021,-1,-1,-1,-1
14.01.2021,-1,-1,-1,-1
15.01.2021,-1,-1,-1,-1
16.01.2021,-1,-1,-1,-1
17.01.2021,-1,-1,-1,-1
18.01.2021,-1,-1,-1,-1
19.01.2021,-1,-1,-1,-1
20.01.2021,-1,-1,-1,-1
21.01.2021,-1,-1,-1,-1
22.01.2021,-1,-1,-1,-1
