Tarih.2020,VefatSayisi2020,VefatSayisi2019,VefatSayisi2018,VefatSayisi2017
21.07.2020,42,28,40,49
22.07.2020,57,42,33,43
23.07.2020,39,41,37,34
24.07.2020,35,32,42,34
25.07.2020,58,23,40,53
26.07.2020,40,31,42,61
27.07.2020,48,39,22,46
28.07.2020,41,32,41,42
29.07.2020,51,40,48,35
30.07.2020,48,47,38,40
31.07.2020,47,43,41,47
01.08.2020,45,41,41,32
02.08.2020,49,37,41,36
03.08.2020,39,40,53,37
04.08.2020,44,43,37,50
05.08.2020,46,33,34,45
06.08.2020,50,44,42,31
07.08.2020,52,30,34,45
08.08.2020,34,61,39,58
09.08.2020,41,41,37,37
10.08.2020,53,31,47,34
11.08.2020,53,32,45,48
12.08.2020,51,48,41,27
13.08.2020,45,48,41,37
14.08.2020,41,37,55,42
15.08.2020,44,45,32,46
16.08.2020,42,47,38,48
17.08.2020,38,50,25,39
18.08.2020,35,41,40,27
19.08.2020,60,31,47,43
20.08.2020,45,55,36,33
21.08.2020,44,30,29,46
22.08.2020,38,39,53,42
23.08.2020,46,45,35,30
24.08.2020,51,35,42,38
25.08.2020,33,29,39,38
26.08.2020,50,38,24,21
27.08.2020,40,37,50,25
28.08.2020,52,39,43,45
29.08.2020,39,35,42,36
30.08.2020,42,35,38,32
31.08.2020,57,36,42,45
01.09.2020,60,38,51,37
02.09.2020,53,32,43,42
03.09.2020,53,43,42,34
04.09.2020,43,49,46,54
05.09.2020,48,47,38,24
06.09.2020,49,40,41,35
07.09.2020,49,46,36,44
08.09.2020,49,33,44,45
09.09.2020,45,32,38,41
10.09.2020,46,44,43,42
11.09.2020,43,35,37,57
12.09.2020,48,35,35,38
13.09.2020,37,34,39,50
14.09.2020,57,47,32,44
15.09.2020,44,38,32,41
16.09.2020,41,33,55,37
17.09.2020,46,29,47,55
18.09.2020,52,49,44,54
19.09.2020,46,38,37,36
20.09.2020,37,42,38,53
21.09.2020,43,52,27,38
22.09.2020,39,35,28,39
23.09.2020,54,37,40,30
24.09.2020,45,43,33,34
25.09.2020,60,39,34,45
26.09.2020,56,45,44,38
27.09.2020,44,37,37,27
28.09.2020,56,38,42,50
29.09.2020,48,41,31,51
30.09.2020,38,44,29,34
01.10.2020,46,42,53,40
02.10.2020,44,37,44,35
03.10.2020,55,44,45,30
04.10.2020,47,41,43,33
05.10.2020,52,43,37,27
06.10.2020,52,39,41,45
07.10.2020,53,37,59,52
08.10.2020,38,43,37,37
09.10.2020,47,39,37,33
10.10.2020,44,41,39,38
11.10.2020,47,40,33,41
12.10.2020,52,39,55,42
13.10.2020,60,32,38,31
14.10.2020,40,43,38,39
15.10.2020,57,38,44,48
16.10.2020,48,41,40,43
17.10.2020,49,56,41,46
18.10.2020,46,39,39,36
19.10.2020,57,36,41,51
20.10.2020,40,49,39,36
21.10.2020,50,48,48,34
22.10.2020,61,29,38,35
23.10.2020,43,28,26,51
24.10.2020,60,47,41,54
25.10.2020,68,50,48,42
26.10.2020,70,32,56,44
27.10.2020,77,40,30,54
28.10.2020,65,37,37,43
29.10.2020,77,32,21,45
30.10.2020,80,49,44,49
31.10.2020,77,33,36,44
01.11.2020,79,40,43,38
02.11.2020,90,40,43,47
03.11.2020,73,42,30,41
04.11.2020,98,37,28,38
05.11.2020,71,32,46,47
06.11.2020,83,50,44,52
07.11.2020,88,38,44,48
08.11.2020,95,35,53,64
09.11.2020,103,36,45,50
10.11.2020,89,38,39,41
11.11.2020,100,54,34,37
12.11.2020,102,50,39,33
13.11.2020,88,38,49,39
14.11.2020,87,52,49,63
15.11.2020,105,42,36,48
16.11.2020,119,51,32,43
17.11.2020,104,34,31,39
18.11.2020,111,36,49,50
19.11.2020,109,44,42,50
20.11.2020,111,43,42,42
21.11.2020,103,41,40,55
22.11.2020,92,57,44,63
23.11.2020,109,43,47,46
24.11.2020,121,35,34,41
25.11.2020,113,52,42,44
26.11.2020,89,48,39,43
27.11.2020,118,39,51,58
28.11.2020,98,34,37,61
29.11.2020,109,55,35,44
30.11.2020,113,40,48,50
01.12.2020,128,53,34,53
02.12.2020,116,41,41,58
03.12.2020,131,49,45,39
04.12.2020,108,41,39,49
05.12.2020,91,38,53,56
06.12.2020,94,49,44,54
07.12.2020,109,41,46,47
08.12.2020,94,38,41,54
09.12.2020,127,42,38,40
10.12.2020,88,36,35,-1
11.12.2020,-1,44,37,54
12.12.2020,107,37,44,40
13.12.2020,85,42,40,51
14.12.2020,102,26,46,56
15.12.2020,103,51,34,38
16.12.2020,103,51,53,53
17.12.2020,83,50,43,31
18.12.2020,65,34,46,54
19.12.2020,86,36,43,46
20.12.2020,68,32,46,47
21.12.2020,74,45,42,47
22.12.2020,76,42,39,58
23.12.2020,90,47,36,41
24.12.2020,72,42,49,39
25.12.2020,98,49,53,53
26.12.2020,79,37,50,54
27.12.2020,73,28,36,44
28.12.2020,89,42,44,49
29.12.2020,57,41,43,61
30.12.2020,55,47,41,56
31.12.2020,59,44,35,50
01.01.2021,68,46,56,54
02.01.2021,57,52,45,47
03.01.2021,52,44,55,49
04.01.2021,70,42,67,61
05.01.2021,52,53,50,49
06.01.2021,62,46,51,69
07.01.2021,60,35,53,53
08.01.2021,61,38,61,52
09.01.2021,59,44,55,56
10.01.2021,51,59,64,66
11.01.2021,75,46,82,58
12.01.2021,59,53,54,62
13.01.2021,47,48,60,59
14.01.2021,47,55,60,50
15.01.2021,40,50,56,59
16.01.2021,47,71,49,60
17.01.2021,50,50,65,64
18.01.2021,59,52,67,46
19.01.2021,47,49,51,52
20.01.2021,51,60,56,42
21.01.2021,50,48,64,44
22.01.2021,54,49,59,50
23.01.2021,53,62,58,52
24.01.2021,38,55,62,57
25.01.2021,56,52,69,51
26.01.2021,50,56,57,59
27.01.2021,46,63,64,37
28.01.2021,57,60,60,48
29.01.2021,47,51,64,47
30.01.2021,44,43,56,52
31.01.2021,42,34,58,77
01.02.2021,49,48,31,44
02.02.2021,52,44,54,51
03.02.2021,45,78,71,55
04.02.2021,56,57,63,51
05.02.2021,47,49,57,43
06.02.2021,46,50,66,44
07.02.2021,42,60,48,49
08.02.2021,41,31,55,45
09.02.2021,53,41,49,50
10.02.2021,49,57,54,40
11.02.2021,34,57,54,45
12.02.2021,43,45,60,66
13.02.2021,52,42,50,45
14.02.2021,39,51,50,64
15.02.2021,49,43,60,44
16.02.2021,49,48,29,42
17.02.2021,41,49,44,40
18.02.2021,49,42,44,32
19.02.2021,40,58,60,45
20.02.2021,37,51,58,53
21.02.2021,37,44,42,50
22.02.2021,54,39,41,47
23.02.2021,36,48,43,33
24.02.2021,46,52,32,47
25.02.2021,43,42,52,36
26.02.2021,50,58,40,47
27.02.2021,48,50,45,54
28.02.2021,43,51,32,44
01.03.2021,48,32,31,44
02.03.2021,52,53,46,46
03.03.2021,50,49,62,46
04.03.2021,43,66,39,40
05.03.2021,43,47,34,48
06.03.2021,55,50,50,50
07.03.2021,46,44,39,45
08.03.2021,52,46,53,61
09.03.2021,50,46,41,49
10.03.2021,59,45,26,37
11.03.2021,54,49,46,52
12.03.2021,56,50,61,57
13.03.2021,42,49,40,51
14.03.2021,45,43,47,38
15.03.2021,61,46,46,45
16.03.2021,61,58,57,39
17.03.2021,43,58,58,39
18.03.2021,51,40,38,37
19.03.2021,51,53,36,59
20.03.2021,48,56,35,52
21.03.2021,65,63,43,57
22.03.2021,60,54,53,48
23.03.2021,48,48,54,55
24.03.2021,53,38,42,36
25.03.2021,51,37,50,46
26.03.2021,54,60,45,40
27.03.2021,46,38,49,39
28.03.2021,52,56,34,53
29.03.2021,50,45,38,34
30.03.2021,51,61,39,30
31.03.2021,68,56,55,44
01.04.2021,63,55,47,32
02.04.2021,56,51,45,45
03.04.2021,51,50,47,47
04.04.2021,57,53,52,47
05.04.2021,54,44,36,43
06.04.2021,49,53,32,44
07.04.2021,58,59,45,37
08.04.2021,59,40,60,45
09.04.2021,59,47,52,34
10.04.2021,60,52,41,47
11.04.2021,56,56,37,39
12.04.2021,56,55,48,45
13.04.2021,60,60,50,46
14.04.2021,76,42,37,37
15.04.2021,74,60,46,36
16.04.2021,69,51,42,56
17.04.2021,68,46,37,58
18.04.2021,67,40,40,47
19.04.2021,79,56,42,36
20.04.2021,70,37,35,54
21.04.2021,72,39,36,43
22.04.2021,72,35,43,55
23.04.2021,93,45,38,36
24.04.2021,59,37,44,50
25.04.2021,70,53,55,59
26.04.2021,63,47,35,36
27.04.2021,53,50,46,48
28.04.2021,71,55,45,49
29.04.2021,82,38,57,39
30.04.2021,58,38,51,44
01.05.2021,89,56,41,42
02.05.2021,63,42,37,52
03.05.2021,60,41,44,52
04.05.2021,82,41,27,44
05.05.2021,88,45,41,52
06.05.2021,50,32,44,40
07.05.2021,54,56,44,42
08.05.2021,59,43,40,46
09.05.2021,54,36,34,44
10.05.2021,58,46,47,48
11.05.2021,54,33,46,39
12.05.2021,69,49,44,29
13.05.2021,66,57,41,29
